primaryName,birthYear,deathYear,primaryProfession
Harry Davenport,1866,1949,"actor,director,soundtrack"
Bridgett Baron,\N,\N,"miscellaneous,actress,transportation_department"
John Rogers,\N,\N,"production_manager,editor,actor"
Ueli Christen,1962,\N,"editor,assistant_director,sound_department"
Chris Gilmer,\N,\N,"miscellaneous,assistant_director,producer"
Jerome Bixby,1923,1998,"writer,art_department,composer"
Leon Fromkess,1901,1977,"producer,production_manager,miscellaneous"
Andrea King,\N,\N,"writer,miscellaneous,producer"
Tim Sullivan,1958,\N,"director,writer,miscellaneous"
David G. Russell,1968,\N,"music_department,composer"
Mel Welles,1924,2005,"actor,director,miscellaneous"
Ernst Ritter von Theumer,1926,\N,"producer,director,writer"
Steve Gainer,1962,\N,"cinematographer,camera_department,director"
Clay Westervelt,1973,\N,"cinematographer,producer,camera_department"
Greg C. Jensen,1945,\N,"special_effects,art_department"
Alessandro Jacchia,\N,\N,"producer,writer"
Martin Kunert,\N,\N,"producer,writer,director"
C. Ernst Harth,1970,\N,"actor,producer,soundtrack"
Joe Hackett,1969,\N,"actor,editorial_department,editor"
Mary Soan,\N,\N,"assistant_director,production_manager,miscellaneous"
Stephen Lighthill,\N,\N,"cinematographer,camera_department"
Matthew Wood,1972,\N,"sound_department,actor,editorial_department"
Warren Yeager,\N,\N,"camera_department,cinematographer,director"
Oana Bogdan Miller,1968,\N,"art_director,art_department,production_designer"
Angelina P. Cameron,1966,2006,make_up_department
Alain Robillard,1962,\N,"writer,director,miscellaneous"
Richard Fife,1966,\N,miscellaneous
David Balfour,\N,\N,"art_department,miscellaneous"
Georg SÃ¶ring,1970,\N,"editor,director,editorial_department"
Cheryl Anderson,\N,\N,"actress,miscellaneous"
Cheryl Anderson,\N,\N,actress
Stanley Andrews,1891,1969,actor
Ed Begley,1901,1970,actor
Kenji Mizoguchi,1898,1956,"director,writer,assistant_director"
Vicente Sempere,\N,\N,"production_manager,producer,actor"
Kelli-Michelle Evans,\N,\N,"miscellaneous,location_management"
Roger Cardinal,\N,\N,"director,writer,producer"
Edward R. Abroms,\N,\N,"editor,editorial_department,producer"
Larry Bock,\N,\N,"editor,editorial_department,actor"
Michael S. Bolton,\N,\N,"production_designer,art_director,actor"
Jaymes Hinkle,1953,\N,"production_designer,art_department,art_director"
Wendi Lampassi,1966,\N,"assistant_director,producer,production_manager"
Julian Keith Loren,1969,\N,director
Peter Rogness,\N,\N,"art_director,art_department,production_designer"
Kate Sanford,\N,\N,"editor,editorial_department,sound_department"
Amy Beth Silver,\N,\N,"production_designer,set_decorator,art_department"
Edgar SoberÃ_n Torchia,1951,\N,"writer,actor,producer"
Heli Finkenzeller,1911,1991,"actress,soundtrack"
Jacqueline L'Eveque,\N,\N,"writer,producer"
Jack C. Thomas,\N,\N,"writer,miscellaneous,producer"
Jordi MollÃ ,1968,\N,"actor,writer,director"
Sterling Wolfe,1969,\N,actor
Lisa Cangelosi,1968,\N,actress
Sherry Greenberg,\N,\N,"producer,miscellaneous,production_manager"
Fritz Rasp,1891,1976,actor
Kristofor Brown,\N,\N,"producer,writer,miscellaneous"
Michael Bard Bayer,1965,\N,"actor,assistant_director,producer"
Steven P. Saeta,\N,\N,"assistant_director,production_manager,producer"
Jacinta Leong,1968,\N,"art_department,art_director,production_designer"
Alexandra Hoesdorff,1967,\N,"producer,production_manager,writer"
Neil Lundell,\N,\N,"production_manager,producer,actor"
Chris Perry,1970,\N,"director,writer,producer"
Joshua Pines,\N,\N,"visual_effects,editorial_department,miscellaneous"
Kim T. Searow,\N,\N,"art_department,art_director,production_designer"
Mireille de Tissot,\N,\N,"production_manager,writer,miscellaneous"
Nils Post,1960,\N,"cinematographer,camera_department,producer"
Sean Cooney,\N,\N,"production_manager,editorial_department,assistant_director"
Johnny Kim,1968,\N,"actor,miscellaneous,producer"
Giovanni Robbiano,1958,\N,"writer,miscellaneous,actor"
James Bolt,1956,\N,"sound_department,producer"
Blake B. Jackson,\N,\N,"camera_department,cinematographer,producer"
Sergio Myers,1969,\N,"producer,director,writer"
David Legault,1966,\N,"editor,editorial_department,visual_effects"
Oskar Sima,1896,1969,"actor,soundtrack"
Giovanni Pedde,\N,\N,"writer,director,producer"
Buck Deachman,1962,\N,"assistant_director,actor"
Philip Lewis,\N,\N,"assistant_director,production_manager,miscellaneous"
Rodney Washington,\N,\N,"writer,director,producer"
Christian SchÃ_fer,1967,\N,"production_designer,art_department,art_director"
David R. Casey,\N,\N,"camera_department,miscellaneous"
Philip Schulz-Deyle,1972,\N,"producer,production_manager,miscellaneous"
Mark L. Rosen,1947,2012,"producer,actor"
Ron Ofer,1971,\N,"writer,director,producer"
Joseph Crehan,1883,1966,actor
Holly Unterberger,\N,\N,miscellaneous
James McGuire,\N,\N,camera_department
Bert Grund,1920,1992,"composer,music_department,actor"
Richard Horowitz,\N,\N,"composer,soundtrack,music_department"
Antonio Adamo,1957,\N,"director,cinematographer,writer"
Christopher Webb Young,\N,\N,"producer,miscellaneous,director"
Jim Fleigner,1967,\N,"director,writer,editor"
Kerstin Kexel,1964,\N,"editor,editorial_department,sound_department"
Taylor St. Clair,1969,\N,actress
Greg Loewen,\N,\N,"art_department,art_director,production_designer"
Ernesto McCausland,1961,\N,"director,writer,producer"
John Putch,1961,\N,"director,actor,producer"
W. Scott Wolf,\N,\N,"assistant_director,miscellaneous,visual_effects"
Kelly Aisenstat,\N,\N,actor
Jason Alderman,\N,\N,actor
Warren Skeels,1975,\N,"producer,actor,writer"
Jeremy M. Gilleece,\N,\N,"sound_department,miscellaneous,editor"
C. Andrew Nelson,1962,\N,"visual_effects,actor,animation_department"
Andy Brown,\N,\N,"editorial_department,production_manager,producer"
Scott Rosenberg,1963,\N,"writer,producer,actor"
Marc Shaiman,1959,\N,"soundtrack,music_department,composer"
Duncan Kennedy,\N,\N,writer
Wolfgang Esenwein,\N,\N,"producer,writer"
Yasha Aginsky,1944,\N,"editor,director,cinematographer"
Edward V. Pannozzo,\N,\N,"art_department,miscellaneous,special_effects"
Andrew Rosen,\N,\N,"producer,miscellaneous"
Fausto Canel,1939,\N,"director,writer,assistant_director"
Jeff Freilich,\N,\N,"producer,writer,music_department"
Michael Ambrose,1962,\N,camera_department
Stephen L. Johnson,1949,\N,"editor,editorial_department"
Steve Schoenberg,\N,\N,"editorial_department,writer,editor"
Gavin Toomey,1974,\N,"visual_effects,director,composer"
Beau Borders,\N,\N,"sound_department,actor,camera_department"
Michael Diersing,1953,\N,art_department
Lynne Littman,1941,\N,"director,producer,writer"
Tim Atzinger,\N,\N,"editor,producer,director"
Anders Melander,\N,\N,"composer,soundtrack"
Serge Morache,1962,\N,make_up_department
KitarÃ´,1953,\N,"composer,soundtrack,music_department"
Howard Duff,1913,1990,"actor,director,producer"
Viktor Giacobbo,1952,\N,"actor,writer,producer"
Michael Albala,\N,\N,actor
Scott Mitchell Rosenberg,\N,\N,"producer,writer,actor"
Jim Geddes,1947,\N,art_department
Zevi Ghivelder,1934,\N,"producer,writer"
Richard Foreman Jr.,\N,\N,camera_department
Jeff Olm,1963,\N,"visual_effects,editorial_department,editor"
Josep M. Civit,1954,\N,"cinematographer,camera_department,art_department"
Karen E. Weber,\N,\N,"production_designer,art_director,set_decorator"
Peter Foldy,\N,\N,"writer,director,producer"
Craig Holt,\N,\N,"miscellaneous,editorial_department,editor"
Tia Nolan,\N,\N,"editor,editorial_department"
Kevin Fennessy,1954,\N,"casting_department,actor,casting_director"
Julian Richards,1965,\N,"director,writer,producer"
Michael Kohnhorst,\N,\N,"camera_department,cinematographer"
Charles Homet,1960,\N,actor
Michele Bock,\N,\N,"miscellaneous,production_manager"
Jeanine Rohn,1963,\N,"producer,assistant_director,production_manager"
Karlheinz BÃ¶hm,1928,2014,"actor,director"
Ramiro GÃ_mez,1916,2003,"set_decorator,production_designer,art_director"
Herbert Marshall,1890,1966,"actor,soundtrack"
Marcel Jullian,1922,2004,"writer,director,actor"
Joshua J. Masters,1973,\N,"actor,assistant_director,location_management"
E. Bennett Walsh,\N,\N,"producer,production_manager,cinematographer"
Rob Schmidt,1965,\N,"director,camera_department,writer"
Frank Evans,1917,1973,"actor,producer"
Nicolas Mize,\N,\N,actor
Benjamin Greenacre,\N,\N,"location_management,producer,production_manager"
StÃ©phane Pereira,1967,\N,"editor,music_department,editorial_department"
Alexander Rannie,\N,\N,"composer,music_department,miscellaneous"
Bing Sokolsky,1963,\N,"cinematographer,camera_department,producer"
Larry A. Cornick,\N,\N,art_department
Declan Quinn,\N,\N,visual_effects
Fima Noveck,1918,2004,"production_manager,editor,editorial_department"
Marni Lustig,1972,\N,actress
Judy Norton,1958,\N,"actress,writer,director"
Christopher Monger,1950,\N,"director,writer,producer"
Patrick Granier,1959,\N,"actor,writer,assistant_director"
Craig Henighan,\N,\N,"sound_department,editor"
Ted Haimes,\N,\N,"producer,cinematographer,director"
Basil Grillo,\N,\N,"assistant_director,production_manager,producer"
Tony Dawe,1940,\N,sound_department
Beer Boneschansker,\N,\N,"director,miscellaneous,writer"
Mark Tobey,\N,\N,"assistant_director,production_manager,producer"
Marc Vanocur,1969,\N,"sound_department,editorial_department,composer"
Gayle M. Grech,1961,\N,"editorial_department,editor"
Marc Pitre,\N,\N,"producer,miscellaneous,sound_department"
Steve R. Moore,\N,\N,"visual_effects,editorial_department,editor"
Peter Bernstein,1951,\N,"composer,music_department,soundtrack"
David Clayton Miller,\N,\N,"miscellaneous,actor,producer"
Karin Howard,\N,\N,"writer,director,location_management"
Till Fuhrmann,1970,\N,"costume_designer,costume_department,art_department"
Wedigo von Schultzendorff,1945,\N,"cinematographer,camera_department,producer"
Chris Seager,1949,\N,"cinematographer,camera_department"
James P. Hogan,1890,1943,"director,writer,assistant_director"
Dominik Scherrer,1967,\N,"composer,music_department,sound_department"
Jorge Busto,\N,\N,"editor,miscellaneous,assistant_director"
Michael A. Brown,1942,\N,"cinematographer,camera_department"
Harry Langdon,1884,1944,"actor,writer,director"
Tony Coldwell,\N,\N,"cinematographer,camera_department"
John P. Fleenor,\N,\N,"camera_department,cinematographer,actor"
Douglas Yellin,\N,\N,"producer,miscellaneous,director"
Miguel ÃÅngel Rivas,\N,2003,"assistant_director,writer,director"
Alain Mayor,1947,\N,"production_manager,producer,writer"
John Serpe,1971,\N,"actor,writer,director"
Peter Breiner,1957,\N,"music_department,composer,soundtrack"
John C. Joseph,\N,\N,"director,producer,editor"
Mark Doering-Powell,\N,\N,"cinematographer,camera_department,visual_effects"
Deb Fink,\N,\N,"actress,miscellaneous"
Brian Pearson,1967,\N,"cinematographer,camera_department,actor"
Kandice King,\N,\N,"producer,writer,director"
JosÃ© Luis SÃ¡nchez,\N,\N,"cinematographer,director"
Susan Antonelli,\N,\N,"costume_department,costume_designer"
George S. Clinton,1947,\N,"composer,music_department,soundtrack"
Larissa LaRenne,\N,\N,actress
Lawrence Sher,1970,\N,"cinematographer,camera_department,director"
John Beal,1947,\N,"music_department,soundtrack,composer"
Dennis Burke,\N,\N,"composer,sound_department,music_department"
Angus Bickerton,\N,\N,"visual_effects,assistant_director,special_effects"
Loni Peristere,1971,\N,"visual_effects,director,producer"
Vincent Arnardi,1957,\N,sound_department
Joram LÃ_rsen,1963,\N,"director,producer,writer"
Marko A. Costanzo,1959,\N,sound_department
Karen Hazzard,1938,2015,"casting_director,casting_department,actress"
Timothy Bond,1942,\N,"director,writer,animation_department"
Edgar Burcksen,1947,\N,"editor,visual_effects,editorial_department"
Nathan Anderson,1969,\N,"actor,editor,sound_department"
Zane Weiner,\N,\N,"production_manager,producer,miscellaneous"
Thomas Mann,1875,1955,writer
Chris Marker,1921,2012,"director,writer,editor"
Alain Zouvi,1959,\N,actor
Howard Heard,\N,\N,"editor,editorial_department,production_manager"
Ronny Hallin,\N,\N,"producer,casting_department,miscellaneous"
Declan Recks,\N,\N,"director,producer,actor"
Peter Benison,\N,\N,"cinematographer,camera_department"
Daemion Barry,1960,2004,composer
Houshang Baharlou,\N,\N,"cinematographer,director"
Denis Behnke,1972,\N,"visual_effects,actor,special_effects"
David Arnold,1962,\N,"music_department,soundtrack,composer"
Rob Cohen,1949,\N,"producer,director,actor"
Dayyan Eng,1975,\N,"producer,director,writer"
George Grossmith,1874,1935,"actor,writer,soundtrack"
George Grossmith,1847,1912,"writer,soundtrack"
Louis King,1898,1962,"director,miscellaneous"
Peter MacDonald,1939,\N,"camera_department,assistant_director,director"
Hank Mann,1887,1971,"actor,director,writer"
Asta Nielsen,1881,1972,"actress,producer,director"
Joseph Baldwin,1970,\N,"actor,writer,producer"
Bubba Baker,1957,\N,"actor,camera_department"
Sean Higgins,\N,\N,"camera_department,miscellaneous,location_management"
Jim O'Grady,1965,\N,"production_manager,producer,art_director"
Dan Mossberg,\N,\N,"sound_department,composer"
David Stump,\N,\N,"visual_effects,camera_department,cinematographer"
Carl Theodor Dreyer,1889,1968,"writer,director,editor"
Susan A. Cabral,\N,\N,"make_up_department,actress"
Juan Villarreal,\N,\N,actor
Simone de Beauvoir,1908,1986,"writer,actress"
Judy Cairo,\N,\N,"producer,executive"
John Woodward,\N,\N,"director,writer,editor"
John M. Woodward,\N,\N,"transportation_department,stunts,actor"
John R. Woodward,1951,\N,"assistant_director,location_management,producer"
Michele Conroy,1966,\N,"editor,editorial_department"
Matthias Grunsky,1971,\N,"cinematographer,camera_department,sound_department"
Bill Tarling,1960,\N,actor
Maciek Malish,1962,2015,sound_department
Steven Begg,1958,\N,"visual_effects,special_effects,director"
Jonathan Brown,1970,\N,"cinematographer,camera_department,director"
Whitney Ransick,\N,\N,"director,producer,writer"
Renee Davenport,\N,\N,"costume_designer,production_designer,set_decorator"
Cheryl Young,\N,\N,miscellaneous
Gianni Fantoni,1967,\N,actor
Robyn Knoll,\N,\N,"casting_director,producer,casting_department"
Richard Crudo,1957,\N,"camera_department,cinematographer,director"
Rick Millikan,\N,\N,"casting_director,casting_department,actor"
Gary Hutchings,\N,\N,camera_department
Michael Wale,\N,\N,"cinematographer,camera_department,director"
Derek Vaughn,\N,\N,"editor,editorial_department,writer"
John Henry Canavan,1969,\N,actor
Steven R. Monroe,1964,\N,"camera_department,director,producer"
Stephen Adrianson,\N,\N,"editor,production_manager,editorial_department"
Oscar Beuselinck,\N,\N,"assistant_director,producer,miscellaneous"
Max Biscoe,\N,\N,"production_designer,art_director,art_department"
George Blumetti,\N,\N,"director,writer,producer"
Gregg Cannizzaro,\N,\N,"cinematographer,director,producer"
Bernt Amadeus Capra,1941,\N,"production_designer,director,art_department"
Cristian Olcina,1977,\N,"producer,writer,editor"
Susan Drennan Mcgrath,\N,\N,"assistant_director,casting_department,camera_department"
Pamela Dresser,\N,\N,"director,miscellaneous,producer"
Marc Fisichella,\N,\N,"art_director,art_department,production_designer"
Michael Ferris Gibson,\N,\N,"producer,director,writer"
Jack Haigis,\N,\N,"editor,sound_department,music_department"
Richard Wagner,1813,1883,"soundtrack,music_department,writer"
Todd Hooker,\N,\N,"editor,editorial_department,miscellaneous"
Alexander Jovy,1971,\N,"director,producer,actor"
Troy Miller,\N,\N,"producer,director,camera_department"
Saul Pincus,\N,\N,"editorial_department,editor,director"
Miranda K. Spigener,1974,\N,"writer,producer,director"
Michael Lennick,1952,2014,"visual_effects,writer,editor"
David Blass,1968,\N,"production_designer,art_director,art_department"
Steve Bloom,\N,\N,"editor,editorial_department,miscellaneous"
Paolo Boni,\N,\N,assistant_director
Sarah Campbell,\N,\N,assistant_director
Nash Edgerton,1973,\N,"stunts,actor,director"
Sarah Flack,\N,\N,"editor,editorial_department,miscellaneous"
Tony Grocki,1958,\N,"editorial_department,editor,producer"
Dan Hubp,\N,\N,"art_department,editor,director"
Tom Oseransky,\N,\N,"miscellaneous,assistant_director"
Lon Takiguchi,\N,\N,"assistant_director,producer,miscellaneous"
Jason Weil,1963,\N,"art_department,art_director,production_designer"
Billy Martin,\N,\N,"composer,soundtrack,music_department"
Ludwig Berger,1892,1969,"director,writer,cinematographer"
